ticket_id,model,lokasyon_tipi,musteri_memnun,siparis_suresi_dk,masa_sayisi
T1305,Sube_B,sanayi,hayir,13,9
T1306,Sube_B,sanayi,evet,15,16
T1307,Sube_A,sanayi,hayir,10,11
T1308,Sube_A,avm,evet,10,33
T1309,Sube_B,avm,hayir,15,38
T1310,Sube_A,sanayi,evet,14,16
T1311,Sube_A,avm,evet,15,36
T1312,Sube_B,sanayi,evet,14,15
T1313,Sube_B,avm,hayir,9,25
T1314,Sube_A,sanayi,hayir,11,19
T1315,Sube_B,sanayi,evet,14,16
T1316,Sube_A,avm,evet,14,20
T1317,Sube_A,avm,evet,14,30
T1318,Sube_B,sanayi,evet,13,12
T1319,Sube_B,avm,evet,15,23
T1320,Sube_B,avm,evet,13,32
T1321,Sube_A,avm,evet,11,25
T1322,Sube_A,sanayi,evet,14,19
T1323,Sube_B,avm,evet,12,39
T1324,Sube_B,avm,evet,8,36
T1325,Sube_B,avm,evet,8,33
T1326,Sube_B,avm,evet,10,28
T1327,Sube_A,sanayi,evet,9,11
T1328,Sube_A,sanayi,hayir,15,16
T1329,Sube_A,avm,evet,10,34
T1330,Sube_A,sanayi,evet,8,15
T1331,Sube_A,avm,evet,14,35
T1332,Sube_B,avm,evet,11,23
T1333,Sube_B,avm,evet,14,33
T1334,Sube_A,sanayi,evet,13,12
T1335,Sube_A,sanayi,hayir,13,9
T1336,Sube_A,avm,evet,11,27
T1337,Sube_A,sanayi,evet,14,10
T1338,Sube_A,sanayi,hayir,8,18
T1339,Sube_A,sanayi,evet,8,19
T1340,Sube_B,avm,evet,15,30
T1341,Sube_B,sanayi,hayir,14,18
T1342,Sube_A,sanayi,hayir,9,18
T1343,Sube_B,avm,evet,15,36
T1344,Sube_A,avm,evet,10,36
T1345,Sube_A,sanayi,hayir,10,13
T1346,Sube_A,sanayi,evet,15,19
T1347,Sube_B,avm,evet,10,26
T1348,Sube_B,avm,evet,11,36
T1349,Sube_B,sanayi,evet,9,16
T1350,Sube_A,avm,hayir,10,28
T1351,Sube_A,sanayi,evet,12,20
T1352,Sube_A,avm,evet,8,20
T1353,Sube_B,avm,evet,12,27
T1354,Sube_A,sanayi,hayir,13,15
T1355,Sube_B,avm,evet,14,30
T1356,Sube_A,sanayi,evet,8,9
T1357,Sube_B,sanayi,evet,10,16
T1358,Sube_A,sanayi,hayir,12,14
T1359,Sube_B,avm,evet,12,22
T1360,Sube_B,avm,evet,8,26
T1361,Sube_A,avm,evet,11,40
T1362,Sube_B,avm,evet,14,25
T1363,Sube_A,sanayi,evet,9,9
T1364,Sube_A,sanayi,hayir,8,14
T1365,Sube_B,avm,evet,13,29
T1366,Sube_A,avm,evet,12,28
T1367,Sube_A,sanayi,hayir,13,10
T1368,Sube_B,avm,evet,9,28
T1369,Sube_A,sanayi,hayir,8,15
T1370,Sube_A,sanayi,hayir,11,15
T1371,Sube_B,avm,evet,13,26
T1372,Sube_A,sanayi,hayir,13,20
T1373,Sube_A,sanayi,hayir,11,17
T1374,Sube_B,avm,evet,8,34
T1375,Sube_B,sanayi,evet,9,15
T1376,Sube_A,avm,evet,15,22
T1377,Sube_A,sanayi,hayir,9,10
T1378,Sube_A,sanayi,hayir,12,11
T1379,Sube_B,avm,evet,9,20
T1380,Sube_B,avm,evet,15,34
T1381,Sube_B,avm,evet,11,36
T1382,Sube_A,sanayi,evet,9,8
T1383,Sube_A,sanayi,hayir,13,8
T1384,Sube_B,avm,hayir,8,25
T1385,Sube_B,avm,evet,11,31
T1386,Sube_B,avm,evet,9,31
T1387,Sube_B,sanayi,evet,14,11
T1388,Sube_A,sanayi,evet,12,8
T1389,Sube_B,avm,evet,15,38
T1390,Sube_A,sanayi,hayir,11,10
T1391,Sube_A,avm,evet,10,34
T1392,Sube_B,avm,evet,10,39
T1393,Sube_B,avm,evet,14,21
T1394,Sube_A,sanayi,hayir,11,19
T1395,Sube_B,avm,evet,10,36
T1396,Sube_B,avm,evet,8,29
T1397,Sube_A,sanayi,hayir,11,11
T1398,Sube_B,avm,evet,11,36
T1399,Sube_B,avm,hayir,13,39
T1400,Sube_A,avm,evet,15,26
T1401,Sube_B,sanayi,hayir,12,13
T1402,Sube_A,sanayi,hayir,14,16
T1403,Sube_B,avm,evet,14,22
T1404,Sube_B,sanayi,hayir,9,17
T1405,Sube_B,avm,evet,12,36
T1406,Sube_A,sanayi,hayir,8,12
T1407,Sube_A,sanayi,evet,14,19
T1408,Sube_A,sanayi,evet,13,10
T1409,Sube_B,avm,evet,10,27
T1410,Sube_B,avm,hayir,14,35
T1411,Sube_B,avm,evet,15,37
T1412,Sube_A,sanayi,hayir,14,9
T1413,Sube_A,sanayi,hayir,10,15
T1414,Sube_B,avm,evet,14,40
T1415,Sube_B,sanayi,evet,10,19
T1416,Sube_B,avm,hayir,8,35
T1417,Sube_A,avm,evet,11,21
T1418,Sube_B,avm,evet,15,39
T1419,Sube_B,avm,hayir,8,24
T1420,Sube_A,avm,evet,8,32
T1421,Sube_A,sanayi,hayir,12,12
T1422,Sube_A,sanayi,evet,15,10
T1423,Sube_A,sanayi,evet,11,11
T1424,Sube_B,sanayi,evet,15,16
T1425,Sube_B,avm,evet,8,34
T1426,Sube_B,sanayi,hayir,8,18
T1427,Sube_A,sanayi,hayir,13,8
T1428,Sube_B,avm,evet,11,37
T1429,Sube_A,sanayi,hayir,10,16
T1430,Sube_B,avm,evet,12,21
T1431,Sube_A,avm,evet,14,38
T1432,Sube_A,sanayi,hayir,11,10
T1433,Sube_A,sanayi,evet,12,11
T1434,Sube_A,sanayi,hayir,12,19
T1435,Sube_B,sanayi,hayir,13,12
T1436,Sube_B,avm,evet,13,26
T1437,Sube_B,avm,evet,10,36
T1438,Sube_A,sanayi,evet,14,20
T1439,Sube_B,sanayi,hayir,9,13
T1440,Sube_B,sanayi,evet,8,11
T1441,Sube_B,sanayi,hayir,14,13
T1442,Sube_B,avm,evet,11,30
T1443,Sube_A,sanayi,hayir,12,8
T1444,Sube_A,sanayi,evet,10,19
T1445,Sube_A,avm,evet,8,28
T1446,Sube_B,avm,evet,10,31
T1447,Sube_A,sanayi,hayir,10,12
T1448,Sube_B,avm,evet,10,28
T1449,Sube_B,avm,evet,14,29
T1450,Sube_B,sanayi,evet,12,20
T1451,Sube_A,sanayi,hayir,14,12
T1452,Sube_A,sanayi,evet,8,9
T1453,Sube_B,sanayi,hayir,15,18
T1454,Sube_A,sanayi,hayir,9,10
T1455,Sube_A,avm,evet,8,37
T1456,Sube_A,sanayi,evet,12,12
T1457,Sube_B,avm,evet,10,25
T1458,Sube_B,avm,evet,9,20
T1459,Sube_A,sanayi,evet,12,11
T1460,Sube_B,sanayi,evet,9,20
T1461,Sube_A,sanayi,evet,15,19
T1462,Sube_A,sanayi,hayir,15,8
T1463,Sube_B,avm,evet,9,27
T1464,Sube_B,avm,evet,10,24
T1465,Sube_A,avm,evet,14,29
T1466,Sube_B,avm,evet,9,38
T1467,Sube_B,avm,evet,15,33
T1468,Sube_B,avm,evet,10,24
T1469,Sube_B,sanayi,evet,15,13
T1470,Sube_A,sanayi,hayir,13,13
T1471,Sube_A,sanayi,evet,12,11
T1472,Sube_B,avm,evet,8,29
T1473,Sube_A,sanayi,hayir,11,8
T1474,Sube_B,sanayi,hayir,13,12
T1475,Sube_A,sanayi,hayir,11,12
T1476,Sube_A,sanayi,evet,14,8
T1477,Sube_A,sanayi,hayir,11,10
T1478,Sube_B,avm,evet,12,26
T1479,Sube_A,sanayi,evet,8,18
T1480,Sube_B,sanayi,evet,15,13
T1481,Sube_B,avm,evet,15,23
T1482,Sube_A,sanayi,hayir,8,20
T1483,Sube_B,avm,evet,15,25
T1484,Sube_A,sanayi,hayir,13,19
T1485,Sube_B,avm,evet,15,37
T1486,Sube_B,avm,hayir,9,37
T1487,Sube_A,sanayi,evet,13,16
T1488,Sube_B,avm,evet,15,23
T1489,Sube_A,sanayi,evet,11,18
T1490,Sube_B,avm,evet,12,20
T1491,Sube_B,avm,hayir,8,35
T1492,Sube_A,sanayi,evet,14,11
T1493,Sube_B,avm,evet,12,29
T1494,Sube_B,avm,evet,14,37
T1495,Sube_A,avm,evet,13,23
T1496,Sube_A,sanayi,evet,11,9
T1497,Sube_B,avm,evet,10,36
T1498,Sube_A,sanayi,hayir,14,14
T1499,Sube_B,avm,evet,14,25
T1500,Sube_A,sanayi,hayir,8,19
T1501,Sube_A,sanayi,evet,15,12
T1502,Sube_B,avm,hayir,13,35
T1503,Sube_A,avm,evet,11,37
T1504,Sube_A,sanayi,hayir,15,15
T1505,Sube_A,sanayi,hayir,14,20
T1506,Sube_A,sanayi,hayir,11,17
T1507,Sube_B,sanayi,hayir,8,12
T1508,Sube_B,avm,evet,13,40
T1509,Sube_B,avm,evet,12,25
T1510,Sube_A,sanayi,hayir,11,13
T1511,Sube_A,sanayi,evet,11,15
T1512,Sube_B,avm,evet,12,35
T1513,Sube_B,avm,evet,15,34
T1514,Sube_B,avm,evet,11,36
T1515,Sube_A,sanayi,evet,13,11
T1516,Sube_B,avm,evet,10,26
T1517,Sube_B,avm,evet,8,28
T1518,Sube_B,avm,evet,12,24
T1519,Sube_A,sanayi,evet,15,11
T1520,Sube_A,sanayi,evet,14,19
T1521,Sube_A,sanayi,evet,13,16
T1522,Sube_A,avm,evet,12,39
T1523,Sube_B,avm,evet,9,21
T1524,Sube_A,sanayi,hayir,14,8
T1525,Sube_A,sanayi,hayir,10,10
T1526,Sube_A,sanayi,evet,10,15
T1527,Sube_A,sanayi,hayir,13,12
T1528,Sube_A,avm,evet,12,38
T1529,Sube_B,sanayi,evet,14,19
T1530,Sube_B,sanayi,hayir,9,15
T1531,Sube_A,sanayi,hayir,10,11
T1532,Sube_B,avm,evet,14,29
T1533,Sube_B,avm,evet,10,29
T1534,Sube_B,sanayi,hayir,11,15
T1535,Sube_B,avm,evet,9,31
T1536,Sube_B,avm,evet,14,40
T1537,Sube_A,sanayi,evet,14,14
T1538,Sube_A,sanayi,hayir,8,11
T1539,Sube_A,sanayi,evet,8,18
T1540,Sube_A,sanayi,hayir,14,18
T1541,Sube_A,avm,evet,11,38
T1542,Sube_B,sanayi,evet,11,11
T1543,Sube_B,avm,evet,11,21
T1544,Sube_A,sanayi,hayir,14,14
T1545,Sube_A,avm,evet,13,38
T1546,Sube_B,avm,evet,14,28
T1547,Sube_B,sanayi,hayir,14,13
T1548,Sube_A,sanayi,evet,10,11
T1549,Sube_B,avm,evet,10,31
T1550,Sube_B,avm,evet,12,34
T1551,Sube_B,avm,evet,13,35
T1552,Sube_A,sanayi,evet,10,13
T1553,Sube_A,sanayi,hayir,9,20
T1554,Sube_A,sanayi,evet,13,15
T1555,Sube_A,sanayi,evet,10,12
T1556,Sube_B,avm,evet,12,31
T1557,Sube_B,avm,evet,14,30
T1558,Sube_A,sanayi,hayir,9,8
T1559,Sube_B,sanayi,evet,15,14
T1560,Sube_A,sanayi,hayir,9,12
T1561,Sube_B,avm,evet,12,27
T1562,Sube_A,sanayi,hayir,14,11
T1563,Sube_A,sanayi,hayir,13,17
T1564,Sube_B,sanayi,hayir,13,20
T1565,Sube_B,avm,evet,9,21
T1566,Sube_B,avm,evet,12,28
T1567,Sube_B,avm,evet,15,30
T1568,Sube_B,avm,evet,14,25
T1569,Sube_B,avm,evet,8,27
T1570,Sube_B,avm,evet,9,32
T1571,Sube_B,sanayi,hayir,13,16
T1572,Sube_B,avm,hayir,12,38
T1573,Sube_B,sanayi,evet,9,19
T1574,Sube_A,sanayi,hayir,11,18
T1575,Sube_A,sanayi,hayir,13,10
T1576,Sube_B,avm,evet,14,24
T1577,Sube_B,sanayi,hayir,9,11
T1578,Sube_B,avm,evet,13,35
T1579,Sube_B,sanayi,hayir,11,9
T1580,Sube_A,sanayi,evet,8,13
T1581,Sube_A,sanayi,hayir,10,8
T1582,Sube_B,avm,hayir,11,35
T1583,Sube_A,sanayi,hayir,14,11
T1584,Sube_B,avm,evet,10,29
T1585,Sube_B,sanayi,hayir,10,14
T1586,Sube_B,avm,evet,9,31
T1587,Sube_A,avm,evet,12,21
T1588,Sube_A,sanayi,hayir,11,13
T1589,Sube_A,sanayi,evet,11,13
T1590,Sube_A,sanayi,hayir,8,10
T1591,Sube_B,avm,evet,9,31
T1592,Sube_B,avm,hayir,14,33
T1593,Sube_B,avm,evet,11,21
T1594,Sube_A,avm,hayir,11,23
T1595,Sube_A,sanayi,hayir,14,9
T1596,Sube_B,avm,evet,13,23
T1597,Sube_B,avm,evet,12,40
T1598,Sube_A,sanayi,evet,8,12
T1599,Sube_A,sanayi,hayir,14,11
T1600,Sube_B,avm,evet,14,25
T1601,Sube_A,sanayi,hayir,14,9
T1602,Sube_A,sanayi,evet,13,10
T1603,Sube_B,avm,evet,8,26
T1604,Sube_A,sanayi,hayir,15,15
T1605,Sube_A,avm,evet,9,20
T1606,Sube_B,avm,evet,11,24
T1607,Sube_A,sanayi,hayir,9,10
T1608,Sube_B,avm,evet,15,34
T1609,Sube_B,sanayi,hayir,12,12
T1610,Sube_A,sanayi,evet,10,17
T1611,Sube_B,avm,evet,11,38
T1612,Sube_A,sanayi,hayir,10,20
T1613,Sube_B,avm,hayir,8,30
T1614,Sube_A,sanayi,evet,12,10
T1615,Sube_B,avm,hayir,15,24
T1616,Sube_A,sanayi,evet,8,11
T1617,Sube_B,avm,evet,12,28
T1618,Sube_B,avm,evet,12,20
T1619,Sube_B,avm,evet,15,34
T1620,Sube_A,sanayi,evet,9,16
T1621,Sube_B,avm,evet,10,27
T1622,Sube_B,avm,hayir,10,40
T1623,Sube_A,sanayi,evet,9,12
T1624,Sube_B,avm,evet,8,36
T1625,Sube_A,sanayi,hayir,15,17
T1626,Sube_A,sanayi,hayir,10,10
T1627,Sube_B,avm,evet,12,20
T1628,Sube_B,avm,hayir,14,22
T1629,Sube_B,avm,evet,9,34
T1630,Sube_B,avm,evet,11,40
T1631,Sube_A,sanayi,evet,11,17
T1632,Sube_B,avm,hayir,13,27
T1633,Sube_B,sanayi,hayir,13,20
T1634,Sube_A,sanayi,evet,11,13
T1635,Sube_A,avm,evet,12,38
T1636,Sube_A,sanayi,hayir,13,11
T1637,Sube_A,sanayi,hayir,10,15
T1638,Sube_B,avm,evet,13,39
T1639,Sube_A,sanayi,hayir,8,19
T1640,Sube_B,sanayi,hayir,8,17
T1641,Sube_A,sanayi,evet,10,17
T1642,Sube_B,sanayi,evet,15,18
T1643,Sube_A,sanayi,hayir,15,18
T1644,Sube_A,sanayi,evet,11,13
T1645,Sube_B,avm,evet,12,34
T1646,Sube_A,sanayi,hayir,14,17
T1647,Sube_B,avm,evet,13,24
T1648,Sube_B,avm,evet,10,29
T1649,Sube_B,avm,evet,11,23
T1650,Sube_B,avm,evet,15,25
T1651,Sube_A,avm,evet,15,28
T1652,Sube_B,avm,evet,13,26
T1653,Sube_A,sanayi,evet,9,12
T1654,Sube_B,sanayi,evet,9,17
T1655,Sube_A,sanayi,evet,13,17
T1656,Sube_B,avm,evet,8,36
T1657,Sube_A,sanayi,evet,11,18
T1658,Sube_A,sanayi,evet,8,19
T1659,Sube_A,avm,evet,14,30
T1660,Sube_B,avm,hayir,9,32
T1661,Sube_A,sanayi,hayir,11,20
T1662,Sube_A,sanayi,evet,11,17
T1663,Sube_B,avm,evet,13,37
T1664,Sube_B,sanayi,evet,8,15
T1665,Sube_B,avm,evet,8,40
T1666,Sube_A,sanayi,evet,12,18
T1667,Sube_B,avm,evet,15,40
T1668,Sube_A,sanayi,hayir,15,16
T1669,Sube_B,avm,evet,8,35
T1670,Sube_A,sanayi,hayir,8,20
T1671,Sube_A,sanayi,hayir,12,18
T1672,Sube_B,avm,evet,14,22
T1673,Sube_A,sanayi,evet,14,17
T1674,Sube_B,sanayi,evet,10,11
T1675,Sube_B,avm,hayir,14,26
T1676,Sube_A,avm,evet,14,34
T1677,Sube_A,sanayi,hayir,15,14
T1678,Sube_B,avm,hayir,12,31
T1679,Sube_B,avm,evet,15,35
T1680,Sube_A,sanayi,hayir,9,17
T1681,Sube_A,avm,evet,12,40
T1682,Sube_B,avm,evet,13,24
T1683,Sube_B,avm,evet,13,37
T1684,Sube_B,sanayi,evet,13,18
T1685,Sube_B,avm,evet,13,32
T1686,Sube_B,avm,evet,14,40
T1687,Sube_A,avm,hayir,13,20
T1688,Sube_B,avm,evet,12,37
T1689,Sube_B,avm,evet,13,21
T1690,Sube_B,avm,hayir,11,37
T1691,Sube_A,sanayi,hayir,12,18
T1692,Sube_B,avm,evet,14,31
T1693,Sube_A,sanayi,evet,8,14
T1694,Sube_A,sanayi,hayir,8,16
T1695,Sube_B,avm,evet,12,28
T1696,Sube_B,avm,evet,8,34
T1697,Sube_B,avm,evet,13,29
T1698,Sube_B,avm,evet,11,31
T1699,Sube_B,avm,hayir,14,24
T1700,Sube_B,avm,evet,8,30
T1701,Sube_A,avm,evet,12,20
T1702,Sube_A,sanayi,hayir,11,8
T1703,Sube_A,sanayi,evet,10,9
T1704,Sube_B,avm,evet,10,39
T1705,Sube_A,avm,evet,15,37
T1706,Sube_A,avm,evet,15,40
T1707,Sube_B,avm,evet,14,35
T1708,Sube_A,sanayi,hayir,9,17
T1709,Sube_A,avm,evet,8,21
T1710,Sube_B,sanayi,hayir,9,13
T1711,Sube_A,sanayi,hayir,13,15
T1712,Sube_B,avm,evet,11,23
T1713,Sube_B,avm,evet,12,20
T1714,Sube_B,avm,evet,11,32
T1715,Sube_B,avm,evet,13,23
T1716,Sube_A,sanayi,evet,8,17
T1717,Sube_A,sanayi,evet,12,14
T1718,Sube_A,avm,hayir,15,33
T1719,Sube_B,avm,evet,15,23
T1720,Sube_A,sanayi,evet,13,10
T1721,Sube_A,sanayi,hayir,13,15
T1722,Sube_B,avm,evet,13,38
T1723,Sube_B,avm,evet,12,34
T1724,Sube_A,sanayi,hayir,15,9
T1725,Sube_A,sanayi,hayir,13,10
T1726,Sube_B,avm,evet,9,36
T1727,Sube_A,avm,evet,10,34
T1728,Sube_B,avm,evet,14,24
T1729,Sube_A,sanayi,hayir,8,9
T1730,Sube_B,avm,evet,14,25
T1731,Sube_A,sanayi,evet,13,12
T1732,Sube_A,sanayi,evet,12,18
T1733,Sube_B,avm,evet,10,32
T1734,Sube_A,avm,evet,15,31
T1735,Sube_A,sanayi,hayir,10,13
T1736,Sube_B,avm,evet,8,31
T1737,Sube_B,avm,evet,8,30
T1738,Sube_B,avm,evet,14,40
T1739,Sube_B,avm,hayir,14,21
T1740,Sube_A,avm,hayir,13,37
T1741,Sube_B,avm,evet,9,35
T1742,Sube_A,sanayi,hayir,10,11
T1743,Sube_A,sanayi,evet,8,10
T1744,Sube_B,avm,evet,12,28
T1745,Sube_B,avm,hayir,12,40
T1746,Sube_A,avm,evet,12,24
T1747,Sube_B,sanayi,hayir,10,20
T1748,Sube_A,sanayi,hayir,15,8
T1749,Sube_A,sanayi,hayir,13,8
T1750,Sube_B,avm,evet,12,40
T1751,Sube_B,avm,hayir,9,27
T1752,Sube_B,avm,evet,8,33
T1753,Sube_A,sanayi,evet,8,8
T1754,Sube_B,avm,evet,8,20
T1755,Sube_A,sanayi,evet,11,9
T1756,Sube_B,sanayi,hayir,12,17
T1757,Sube_A,sanayi,evet,15,12
T1758,Sube_B,sanayi,hayir,14,16
T1759,Sube_A,avm,evet,11,40
T1760,Sube_A,avm,evet,14,23
T1761,Sube_A,sanayi,evet,14,15
T1762,Sube_A,sanayi,evet,15,20
T1763,Sube_B,avm,evet,9,28
T1764,Sube_B,avm,evet,11,35
T1765,Sube_A,avm,evet,15,34
T1766,Sube_A,sanayi,evet,11,10
T1767,Sube_A,avm,evet,11,32
T1768,Sube_A,sanayi,hayir,12,11
T1769,Sube_B,avm,evet,14,32
T1770,Sube_B,avm,hayir,8,30
T1771,Sube_B,sanayi,evet,15,11
T1772,Sube_B,avm,evet,13,30
T1773,Sube_B,avm,hayir,14,36
T1774,Sube_B,sanayi,evet,11,10
T1775,Sube_B,sanayi,evet,9,15
T1776,Sube_A,avm,hayir,12,23
T1777,Sube_A,sanayi,evet,10,11
T1778,Sube_B,avm,evet,15,20
T1779,Sube_A,sanayi,hayir,11,18
T1780,Sube_B,sanayi,evet,12,8
T1781,Sube_A,sanayi,evet,15,10
T1782,Sube_A,sanayi,evet,8,16
T1783,Sube_B,avm,evet,10,38
T1784,Sube_B,avm,evet,8,24
T1785,Sube_A,sanayi,hayir,14,11
T1786,Sube_B,avm,evet,11,28
T1787,Sube_A,avm,evet,15,37
T1788,Sube_A,avm,evet,8,38
T1789,Sube_A,sanayi,hayir,9,10
T1790,Sube_B,avm,hayir,8,38
T1791,Sube_B,avm,evet,11,23
T1792,Sube_A,sanayi,hayir,8,11
T1793,Sube_A,sanayi,hayir,9,9
T1794,Sube_A,sanayi,evet,14,11
T1795,Sube_B,avm,hayir,10,23
T1796,Sube_B,avm,hayir,8,32
T1797,Sube_B,sanayi,evet,14,14
T1798,Sube_B,avm,evet,13,37
T1799,Sube_B,avm,evet,10,23
T1800,Sube_A,sanayi,hayir,11,8
T1801,Sube_A,sanayi,evet,10,15
T1802,Sube_B,sanayi,hayir,13,18
T1803,Sube_A,sanayi,evet,14,15
T1804,Sube_B,sanayi,evet,14,10
T1805,Sube_A,sanayi,hayir,8,17
T1806,Sube_B,avm,evet,8,35
T1807,Sube_B,avm,evet,13,27
T1808,Sube_A,sanayi,hayir,13,20
T1809,Sube_B,avm,evet,10,31
T1810,Sube_A,sanayi,hayir,15,20
T1811,Sube_B,sanayi,hayir,14,10
T1812,Sube_A,sanayi,evet,9,15
T1813,Sube_B,avm,evet,8,27
T1814,Sube_B,avm,evet,10,31
T1815,Sube_A,sanayi,hayir,14,20
T1816,Sube_B,avm,evet,11,20
T1817,Sube_B,avm,evet,11,38
T1818,Sube_A,sanayi,hayir,15,19
T1819,Sube_A,sanayi,hayir,9,9
T1820,Sube_A,avm,evet,8,40
T1821,Sube_A,sanayi,hayir,14,9
T1822,Sube_B,avm,evet,10,33
T1823,Sube_B,avm,hayir,13,26
T1824,Sube_B,avm,evet,13,38
T1825,Sube_B,avm,evet,15,37
T1826,Sube_A,sanayi,hayir,15,9
T1827,Sube_A,avm,evet,10,21
T1828,Sube_A,sanayi,hayir,14,15
T1829,Sube_B,avm,hayir,9,40
T1830,Sube_A,sanayi,evet,12,17
T1831,Sube_A,sanayi,evet,12,18
T1832,Sube_B,avm,evet,8,35
T1833,Sube_B,avm,evet,13,39
T1834,Sube_B,avm,evet,10,37
T1835,Sube_B,avm,evet,13,28
T1836,Sube_A,sanayi,evet,10,11
T1837,Sube_B,avm,evet,14,31
T1838,Sube_A,sanayi,evet,11,18
T1839,Sube_B,avm,evet,15,25
T1840,Sube_A,avm,evet,10,34
T1841,Sube_B,sanayi,evet,11,20
T1842,Sube_B,avm,evet,10,26
T1843,Sube_B,avm,evet,13,27
T1844,Sube_B,avm,evet,15,25
T1845,Sube_B,avm,evet,11,33
T1846,Sube_A,avm,evet,13,22
T1847,Sube_B,avm,hayir,12,38
T1848,Sube_B,avm,evet,12,33
T1849,Sube_A,sanayi,hayir,11,10
T1850,Sube_B,avm,evet,8,40
T1851,Sube_A,sanayi,evet,14,15
T1852,Sube_B,avm,evet,9,38
T1853,Sube_B,sanayi,hayir,12,10
T1854,Sube_B,avm,evet,11,30
T1855,Sube_A,sanayi,hayir,8,9
T1856,Sube_B,avm,evet,10,34
T1857,Sube_B,sanayi,evet,9,18
T1858,Sube_B,avm,evet,8,30
T1859,Sube_B,avm,evet,9,32
T1860,Sube_A,sanayi,hayir,14,16
T1861,Sube_A,sanayi,hayir,12,9
T1862,Sube_B,avm,evet,8,31
T1863,Sube_A,sanayi,hayir,15,19
T1864,Sube_A,sanayi,evet,12,17
T1865,Sube_B,sanayi,evet,13,12
T1866,Sube_B,avm,evet,10,24
T1867,Sube_A,avm,evet,15,31
T1868,Sube_A,sanayi,hayir,8,19
T1869,Sube_A,sanayi,evet,11,16
T1870,Sube_B,avm,evet,11,33
T1871,Sube_B,avm,evet,9,30
T1872,Sube_A,sanayi,evet,12,17
T1873,Sube_B,avm,evet,8,33
T1874,Sube_A,avm,evet,12,40
T1875,Sube_A,sanayi,evet,15,15
T1876,Sube_A,avm,evet,11,28
T1877,Sube_A,sanayi,evet,9,13
T1878,Sube_B,avm,evet,14,27
T1879,Sube_B,avm,hayir,8,28
T1880,Sube_A,sanayi,hayir,8,13
T1881,Sube_B,avm,evet,8,38
T1882,Sube_B,avm,evet,13,32
T1883,Sube_A,sanayi,evet,10,19
T1884,Sube_A,sanayi,evet,9,10
T1885,Sube_A,sanayi,hayir,11,12
T1886,Sube_B,avm,hayir,13,32
T1887,Sube_A,sanayi,evet,8,18
T1888,Sube_A,sanayi,evet,8,14
T1889,Sube_A,sanayi,evet,13,19
T1890,Sube_A,sanayi,evet,10,15
T1891,Sube_A,sanayi,hayir,15,15
T1892,Sube_B,avm,evet,15,29
T1893,Sube_B,avm,hayir,13,24
T1894,Sube_B,avm,hayir,15,35
T1895,Sube_A,avm,evet,13,21
T1896,Sube_A,sanayi,hayir,13,19
T1897,Sube_A,sanayi,evet,11,9
T1898,Sube_A,sanayi,hayir,13,10
T1899,Sube_B,sanayi,hayir,15,18
T1900,Sube_B,avm,evet,14,29
T1901,Sube_B,sanayi,hayir,13,8
T1902,Sube_A,sanayi,evet,15,17
T1903,Sube_A,sanayi,hayir,10,11
T1904,Sube_B,sanayi,evet,15,13
T1905,Sube_B,avm,evet,15,25
T1906,Sube_A,sanayi,evet,10,17
T1907,Sube_B,avm,evet,12,23
T1908,Sube_B,avm,evet,14,40
T1909,Sube_A,sanayi,hayir,11,13
T1910,Sube_A,sanayi,hayir,12,9
T1911,Sube_B,avm,evet,15,30
T1912,Sube_B,avm,evet,11,39
T1913,Sube_B,avm,evet,15,40
T1914,Sube_B,avm,evet,11,26
T1915,Sube_A,sanayi,hayir,10,15
T1916,Sube_A,avm,evet,10,34
T1917,Sube_A,sanayi,hayir,9,16
T1918,Sube_A,sanayi,evet,12,20
T1919,Sube_B,avm,evet,8,23
T1920,Sube_B,sanayi,hayir,15,17
T1921,Sube_A,sanayi,evet,12,19
T1922,Sube_A,avm,evet,12,39
T1923,Sube_B,avm,evet,10,23
T1924,Sube_A,avm,evet,13,34
T1925,Sube_B,avm,evet,12,26
T1926,Sube_A,sanayi,hayir,14,15
T1927,Sube_A,sanayi,hayir,8,10
T1928,Sube_B,sanayi,hayir,9,11
T1929,Sube_B,sanayi,evet,14,11
T1930,Sube_A,sanayi,hayir,11,9
T1931,Sube_B,avm,evet,15,36
T1932,Sube_A,avm,evet,15,22
T1933,Sube_B,avm,hayir,14,21
T1934,Sube_A,sanayi,hayir,15,17
T1935,Sube_A,sanayi,hayir,15,20
T1936,Sube_A,sanayi,hayir,14,11
T1937,Sube_B,avm,evet,10,25
T1938,Sube_B,avm,evet,11,21
T1939,Sube_B,sanayi,evet,8,10
T1940,Sube_A,sanayi,evet,9,11
T1941,Sube_A,sanayi,hayir,11,18
T1942,Sube_A,sanayi,hayir,8,18
T1943,Sube_B,sanayi,hayir,11,9
T1944,Sube_A,sanayi,hayir,12,13
T1945,Sube_B,avm,evet,15,28
T1946,Sube_A,sanayi,hayir,15,10
T1947,Sube_B,avm,evet,9,28
T1948,Sube_B,sanayi,hayir,8,18
T1949,Sube_A,sanayi,evet,11,17
T1950,Sube_B,avm,evet,14,30
T1951,Sube_A,sanayi,evet,8,8
T1952,Sube_A,sanayi,hayir,15,20
T1953,Sube_B,avm,evet,14,37
T1954,Sube_A,avm,evet,15,24
T1955,Sube_B,avm,evet,14,33
T1956,Sube_B,avm,evet,12,27
T1957,Sube_B,avm,evet,10,32
T1958,Sube_A,sanayi,evet,10,9
